,target,docs,docs_clean
91,business," Turkey's biggest private mobile firm could bail out of a $3bn ($1.6bn) deal to build a network in Iran after MPs there slashed its stake in the project.  Conservatives in parliament say Turkcell's stake in Irancell, the new network, should be cut from 70% to 49%. They have already given themselves a veto over all foreign investment deals, following allegations about Turkish firms' involvement in Israel. Turkcell now says it may give up on the deal altogether.  Iran currently has only one heavily congested mobile network, with long waiting lists for new subscribers. Turkcell signed a contract for the new network in September. The new operator planned to offer subscriptions for about $180, well below the existing firm's $500 price tag. But a parliamentary commission has now ruled that Turkcell's 70% controlling stake is too high. They say that Turkcell is a security risk because of alleged business ties with Israel. Parliament as a whole - dominated by religious conservatives - will vote on the ruling on Tuesday.  Turkcell said the ruling would ""make more difficult... Turkcell's financial consolidation of Irancell"" because its stake would be reduced to less than 50%. ""If management control and financial consolidation of Irancell cannot be achieved... the realisation of the project will become risky,"" it warned in a statement. The firm has refused to comment on whether it has business dealings in Israel, although like almost all GSM operators worldwide it has an interconnection deal with Israeli networks so that its customers can use their phones there. The two countries strengthened ties in both defence and economic issues in 2004. Israeli industry minister Ehud Olmert was reported in June to have attended a meeting between Ruhi Dogusoy, Turkcell's chief operating officer, and executives from Israeli telecoms firms. Telecoms is one of two areas specifically targeted by the new veto law on foreign investments, passed earlier in September. The other is airports, a source of controversy after the army closed Tehran's new Imam Khomeini International Airport on its opening day in May 2004. Again, the allegation was that the part-Turkish TAV consortium which built and ran it had links with Israel. ",turkey biggest private mobile firm could bail deal build network iran mp slashed stake project conservative parliament say turkcell stake irancell new network cut already given veto foreign investment deal following allegation turkish firm involvement israel turkcell say may give deal altogether iran currently one heavily congested mobile network long waiting list new subscriber turkcell signed contract new network september new operator planned offer subscription well existing firm price tag parliamentary commission ruled turkcell controlling stake high say turkcell security risk alleged business tie israel parliament whole dominated religious conservative vote ruling tuesday turkcell said ruling would make difficult turkcell financial consolidation irancell stake would reduced le management control financial consolidation irancell achieved realisation project become risky warned statement firm refused comment whether business dealing israel although like almost gsm operator worldwide interconnection deal israeli network customer use phone two country strengthened tie defence economic issue israeli industry minister ehud olmert reported june attended meeting ruhi dogusoy turkcell chief operating officer executive israeli telecom firm telecom one two area specifically targeted new veto law foreign investment passed earlier september airport source controversy army closed tehran new imam khomeini international airport opening day may allegation part turkish tav consortium built ran link israel
92,business," Argentina is set to close its $102.6bn (£53.51bn) debt restructuring offer for bondholders later on Friday, with the government hopeful that most creditors will accept the deal.  The estimated loss to bondholders is up to 70% of the original value of the bonds, yet the majority are expected to accept the government's offer. Argentina defaulted on its debt three years ago, the biggest sovereign default in modern history. Yesterday Argentina's economy minister, Roberto Lavagna, said that he estimated that the results of the restructuring would be ready around next Thursday (3 March). Argentina's President, Nestor Kirchner, said on Friday: ""A year ago when we started the swap (negotiations), they told us we were crazy, that we were irrational."" But he added that his government was close to achieving: ""The best debt renegotiation in history."" The country has been in default on the $102.6bn - based on an original debt of $81.8bn plus interest - for the past three years. If the offer does not go ahead, international lawsuits on behalf of aggrieved investors could follow but analysts are optimistic that it will go through, despite the tough terms for bondholders. About 70% to 80% of bondholders are expected to accept the terms of the offer. By 18 February, creditors holding $41bn - or 40% of the total debt - had accepted the offer. Sorting out its debt would enhance the country's credibility on international markets and enable it to attract more foreign investment. Of Argentina's bondholders, 38.4% reside in Argentina, 15.6% in Italy, 10.3% in Switzerland, 9.1% in the United States, 5.1% in Germany and 3.1% in Japan. Investors in the UK, Holland and Luxembourg have about 1% each and the remainder were not broken down by country. The deal is likely to be taken up most enthusiastically by domestic investors, who will benefit if Argentina's economy becomes more stable. ",argentina set close debt restructuring offer bondholder later friday government hopeful creditor accept deal estimated loss bondholder original value bond yet majority expected accept government offer argentina defaulted debt three year ago biggest sovereign default modern history yesterday argentina economy minister roberto lavagna said estimated result restructuring would ready around next thursday march argentina president nestor kirchner said friday year ago started swap negotiation told crazy irrational added government close achieving best debt renegotiation history country default based original debt plus interest past three year offer ahead international lawsuit behalf aggrieved investor could follow analyst optimistic despite tough term bondholder bondholder expected accept term offer february creditor holding total debt accepted offer sorting debt would enhance country credibility international market enable attract foreign investment argentina bondholder reside argentina italy switzerland united state germany japan investor holland luxembourg remainder broken country deal likely taken enthusiastically domestic investor benefit argentina economy becomes stable
93,business," The US economy has grown more than expected, expanding at an annual rate of 3.8% in the last quarter of 2004.  The gross domestic product figure was ahead of the 3.1% the government estimated a month ago. The rise reflects stronger spending by businesses on capital equipment and a smaller-than-expected trade deficit. GDP is a measure of a country's economic health, reflecting the value of the goods and services it produces.  The new GDP figure, announced by the Commerce Department on Friday, also topped the 3.5% growth rate that economists had forecast ahead of Friday's announcement. Growth was at an annual rate of 4% in the third quarter of 2004 and for the year it came in at 4.4%, the best figure in five years. However, the positive economic climate may lead to a rise in interest rates, with many expecting US rates to rise on 22 March. In the January-to-March quarter, the economy is expected to grow at an annual rate of about 4%, economists forecast. In the final quarter of 2004, businesses increased spending on capital equipment and software by 18%, up from 17.5% in the third quarter. Consumer spending grew 4.2% in the final quarter, down from the third quarter's 5.1%. ",economy grown expected expanding annual rate last quarter gross domestic product figure ahead government estimated month ago rise reflects stronger spending business capital equipment smaller expected trade deficit gdp measure country economic health reflecting value good service produce new gdp figure announced commerce department friday also topped growth rate economist forecast ahead friday announcement growth annual rate third quarter year came best figure five year however positive economic climate may lead rise interest rate many expecting rate rise march january march quarter economy expected grow annual rate economist forecast final quarter business increased spending capital equipment software third quarter consumer spending grew final quarter third quarter
94,business," Profits at Indian drugmaker Dr Reddy's fell 93% as research costs rose and sales flagged.  The firm said its profits were 40m rupees ($915,000; £486,000) for the three months to December on sales which fell 8% to 4.7bn rupees. Dr Reddy's has built its reputation on producing generic versions of big-name pharmaceutical products. But competition has intensified and the firm and the company is short on new product launches. The most recent was the annoucement in December 2000 that it had won exclusive marketing rights for a generic version of the famous anti-depressant Prozac from its maker, Eli Lilly. It also lost a key court case in March 2004, banning it from selling a version of Pfizer's popular hypertension drug Norvasc in the US. Research and development of new drugs is continuing apace, with R&D spending rising 37% to 705m rupees - a key cause of the decrease in profits alongside the fall in sales. Patents on a number of well-known products are due to run out in the near future, representing an opportunity for Dr Reddy, whose shares are listed in New York, and other Indian generics manufacturers.  Sales in Dr Reddy's generics business fell 8.6% to 966m rupees. Another staple of the the firm's business, the sale of ingredients for drugs, also performed poorly. Sales were down more than 25% from the previous year to 1.4bn rupees in the face of strong competition both at home, and in the US and Europe. Dr Reddy's Indian competitors are gathering strength although they too face heavy competitive pressures. ",profit indian drugmaker reddy fell research cost rose sale flagged firm said profit rupee three month december sale fell rupee reddy built reputation producing generic version big name pharmaceutical product competition intensified firm company short new product launch recent annoucement december exclusive marketing right generic version famous anti depressant prozac maker eli lilly also lost key court case march banning selling version pfizer popular hypertension drug norvasc research development new drug continuing apace spending rising rupee key cause decrease profit alongside fall sale patent number well known product due run near future representing opportunity reddy whose share listed new york indian generic manufacturer sale reddy generic business fell rupee another staple firm business sale ingredient drug also performed poorly sale previous year rupee face strong competition home europe reddy indian competitor gathering strength although face heavy competitive pressure
95,business," British energy firm Burren Energy has been awarded two potentially lucrative oil exploration contracts in Egypt.  The company successfully bid for the two contracts, granted by government owned oil firms, covering onshore and offshore areas in the Gulf of Suez. Burren Energy already has a presence in Egypt, having been awarded an exploration contract last year. The firm, which floated in 2003, recently announced a deal to buy 26% of Indian firm Hindustan Oil Exploration. The £13.8m deal gives Burren Energy access to the Indian oil and gas industry. This latest contract expands Burren Energy's global exploration and production portfolio - it also holds contracts in Turkmenistan and the Republic of Congo. ""These assets significantly increase our exploration portfolio in Egypt and we continue to investigate further opportunities in this region,"" said chief executive Finian O'Sullivan. ",british energy firm burren energy awarded two potentially lucrative oil exploration contract egypt company successfully bid two contract granted government owned oil firm covering onshore offshore area gulf suez burren energy already presence egypt awarded exploration contract last year firm floated recently announced deal buy indian firm hindustan oil exploration deal give burren energy access indian oil gas industry latest contract expands burren energy global exploration production portfolio also hold contract turkmenistan republic congo asset significantly increase exploration portfolio egypt continue investigate opportunity region said chief executive finian sullivan
96,business," The US dollar's slide against the euro and yen has halted after US Treasury Secretary John Snow said a strong dollar was ""in America's interest"".  But analysts said any gains are likely to be short-lived as problems with the US economy were still significant. They also pointed out that positive comments apart, President George W Bush's administration had done little to stop the dollar's slide. A weak dollar helps boost exports and narrow the current account deficit. The dollar was trading at $1.2944 against the euro at 2100GMT, still close to the $1.3006 record level set on 10 November. Against the Japanese yen, it was trading at 105.28 yen, after hitting a seven-month low of 105.17 earlier in the day.  Policy makers in Europe have called the dollar's slide ""brutal"" and have blamed the strength of the euro for dampening economic growth. However, it is unclear whether ministers would issue a declaration aimed at curbing the euro's rise at a monthly meeting of Eurozone ministers late on Monday. Higher growth in Europe is regarded by US officials as a way the huge US current account deficit - that has been weighing on the dollar - could be reduced. Mr Snow who is currently in Dublin at the start of a four-nation EU visit, has applauded Ireland's introduction of lower taxes and deregulation which have helped boost growth. ""The eurozone is growing below its potential. When a major part of the global economy is below potential there are negative consequences... for the citizens of those economies... and for their trading partners,"" he said. Mr Snow's comments may have helped shore up the dollar on Monday, but he was careful to qualify his statement.  ""Our basic policy, of course, is to let open, competitive markets set the values,"" he explained. ""Markets are driven by fundamentals and towards fundamentals."" US officials have also said that other economies need to grow, so the US is not the main global growth engine. Economists say that the fundamentals, or key indicators, of the US economy are looking far from rosy. Domestic consumer demand is cooling, and heavy spending by President Bush has pushed the budget deficit to a record $427bn (£230bn). The current account deficit, meanwhile, hit a record $166bn in the second quarter of 2004. For many analysts, a weaker dollar is here to stay. ""No end is in sight,"" said Carsten Fritsch, a strategist at Commerzbank . ""It is only a matter of time until the euro reaches $1.30."" Some analysts maintain the US is secretly happy with a lower dollar which helps makes its exports cheaper in Europe, thus boosting its economy. ",dollar slide euro yen halted treasury secretary john snow said strong dollar america interest analyst said gain likely short lived problem economy still significant also pointed positive comment apart president george bush administration done little stop dollar slide weak dollar help boost export narrow current account deficit dollar trading euro gmt still close record level set november japanese yen trading yen hitting seven month low earlier day policy maker europe called dollar slide brutal blamed strength euro dampening economic growth however unclear whether minister would issue declaration aimed curbing euro rise monthly meeting eurozone minister late monday higher growth europe regarded official way huge current account deficit weighing dollar could reduced snow currently dublin start four nation visit applauded ireland introduction lower tax deregulation helped boost growth eurozone growing potential major part global economy potential negative consequence citizen economy trading partner said snow comment may helped shore dollar monday careful qualify statement basic policy course let open competitive market set value explained market driven fundamental towards fundamental official also said economy need grow main global growth engine economist say fundamental key indicator economy looking far rosy domestic consumer demand cooling heavy spending president bush pushed budget deficit record current account deficit meanwhile hit record second quarter many analyst weaker dollar stay end sight said carsten fritsch strategist commerzbank matter time euro reach analyst maintain secretly happy lower dollar help make export cheaper europe thus boosting economy
97,business," The International Monetary Fund is to cut its 2005 growth forecast for the German economy from 1.8% to 0.8%, the Financial Times Deutschland reported.  The IMF will also reduce its growth estimate for the 12-member eurozone economy from 2.2% to 1.6%, the newspaper reported. The German economy has been faltering, with unemployment levels rising to a seventy-year high of 5.2 million. Its sluggish performance continues to hamper the entire eurozone.  The IMF's draft World Economic Outlook - due to be published in April - would point to a marked deterioration in Germany's economy, the FT report said.  In September, the IMF had said that German growth for the current year would be 1.8%. The IMF has also revised eurozone forecasts, the paper said, taking into account high oil prices, the strength of the euro and weak demand in many of the world's leading economies. Europe's economic difficulties have been highlighted by the Organisation for Economic Co-operation and Development, which argued in a report published on Tuesday that the continent could only achieve US living standards by freeing up its labour markets. ""The eurozone does not look like it has a self-sustaining recovery,"" James Carrick, an economist with ABN Amro, told the newspaper. ""It is too dependant on the rest of the world."" ",international monetary fund cut growth forecast german economy financial time deutschland reported imf also reduce growth estimate member eurozone economy newspaper reported german economy faltering unemployment level rising seventy year high million sluggish performance continues hamper entire eurozone imf draft world economic outlook due published april would point marked deterioration germany economy report said september imf said german growth current year would imf also revised eurozone forecast paper said taking account high oil price strength euro weak demand many world leading economy europe economic difficulty highlighted organisation economic operation development argued report published tuesday continent could achieve living standard freeing labour market eurozone look like self sustaining recovery james carrick economist abn amro told newspaper dependant rest world
98,business," US car firms General Motors (GM) and Ford have been forced to cut production in the face of falling car sales.  US sales at GM sank 12.7% in February compared to a year ago while Ford sales dropped 3% as foreign rivals took a bigger share of the market. Meanwhile, Asian carmakers fared well - Toyota sales jumped 11% while rival Nissan notched up a 10% increase. Overall. sales across the industry also fell to 1.25 million vehicles from 1.27 million a year earlier.  GM and Ford blamed high fuel prices for low sales of big trucks and gas-guzzling sports utility vehicles (SUVs) - the vehicles that provide the biggest profits.  GM added that US truck sales fell 9% in February while car business tumbled 17%, however it did acknowledge that some new products - such as the Pontiac G6 and Chevrolet Cobalt - had put in solid performances. ""The calendar year is starting off slower than expected, both for GM and the industry,"" said Mark LaNeve, GM's vice president for North American sales, service and marketing. The slump in sales prompted the group to cut production in North America by 3% - it has already reduced output by around 9% in the face of growing stockpiles. Meanwhile, Ford which posted its ninth consecutive drop in monthly US sales, said it was cutting first-quarter North American production by another 10,000 vehicles, or 1.2%. Chrysler, the US unit of Germany's DaimlerChrysler, was the only Detroit based automaker to boast an increase in market share during the month - with sales rising 8%.  But America's loss was its foreign rivals' gain as they continued to nibble away at the US market. While Japan's top car maker Toyota and Nissan saw sales accelerate, even the smaller Suzuki Motor Corp snapped up a more business with sales improving 17.6% on a year ago. In 2003, the firm launched an ambitious plan to triple US sales by 2007 as it seeks to become a bigger player in the Asian assault on the US market. Korea's Hyundai was another big gainer, turning in a 19% surge in February sales. Toyota put its rise in sales down to strong results for its redesigned Avalon sedan and a 120% surge in sales of its gas-electric Prius hybrid mid-size sedan as petrol-price conscious consumers looked to vehicles that were cheaper to run. ""As gas prices continue their upward march, fuel efficiency catches the public eye,"" Jim Press, vice president and chief operating officer of Toyota's US sales arm, said in a statement. ",car firm general motor ford forced cut production face falling car sale sale sank february compared year ago ford sale dropped foreign rival took bigger share market meanwhile asian carmaker fared well toyota sale jumped rival nissan notched increase overall sale across industry also fell million vehicle million year earlier ford blamed high fuel price low sale big truck gas guzzling sport utility vehicle suv vehicle provide biggest profit added truck sale fell february car business tumbled however acknowledge new product pontiac chevrolet cobalt put solid performance calendar year starting slower expected industry said mark laneve vice president north american sale service marketing slump sale prompted group cut production north america already reduced output around face growing stockpile meanwhile ford posted ninth consecutive drop monthly sale said cutting first quarter north american production another vehicle chrysler unit germany daimlerchrysler detroit based automaker boast increase market share month sale rising america loss foreign rival gain continued nibble away market japan top car maker toyota nissan saw sale accelerate even smaller suzuki motor corp snapped business sale improving year ago firm launched ambitious plan triple sale seek become bigger player asian assault market korea hyundai another big gainer turning surge february sale toyota put rise sale strong result redesigned avalon sedan surge sale gas electric prius hybrid mid size sedan petrol price conscious consumer looked vehicle cheaper run gas price continue upward march fuel efficiency catch public eye jim press vice president chief operating officer toyota sale arm said statement
99,business," Former WorldCom chief Bernie Ebbers has denied claims that he knew accountants were doctoring the books at the firm.  Speaking in court, Mr Ebbers rejected allegations he pressured ex-chief financial officer Scott Sullivan to falsify company financial statements. Mr Sullivan ""made accounting decisions,"" he told the federal court, saying his finance chief had ""a keen command of the numbers"". Mr Ebbers has denied charges of fraud and conspiracy. During his second day of questioning in the New York trial Mr Ebbers played down his working relationship with Mr Sullivan and denied he frequently met him to discuss company business when questioned by the prosecution.  ""In a lot of weeks, we would speak ... three or four times,"" Mr Ebbers said, adding that conversations about finances were rarely one-on-one and were usually discussed by a ""group of people"" instead.  Mr Ebbers relationship to Mr Sullivan is key to the case surrounding financial corruption that led to the collapse of the firm in 2002 following the discovery of an $11bn accounting fraud. The prosecution's star witness is Mr Sullivan, one of six WorldCom executives indicted in the case, He has pleaded guilty to fraud and appeared as a prosecution witness as part of an agreement with prosecutors. During his time on the witness stand Mr Sullivan repeatedly told jurors he met frequently with Mr Ebbers, told him about changes made to WorldCom's accounts to hide costs and had warned him such practises were improper. However during the case on Tuesday Mr Ebbers denied the allegations. ""I wasn't advised by Scott Sullivan of anything ever being wrong,"" he told the court. ""He's never told me he made an entry that wasn't right. If he had, we wouldn't be here today."" Mr Ebbers could face a jail sentence of up to 85 years if convicted of all the charges he is facing. Shareholders lost about $180bn in WorldCom's collapse, 20,000 workers lost their jobs and the company went bankrupt. The company emerged from bankruptcy last year and is now known as MCI. ",former worldcom chief bernie ebbers denied claim knew accountant doctoring book firm speaking court ebbers rejected allegation pressured chief financial officer scott sullivan falsify company financial statement sullivan made accounting decision told federal court saying finance chief keen command number ebbers denied charge fraud conspiracy second day questioning new york trial ebbers played working relationship sullivan denied frequently met discus company business questioned prosecution lot week would speak three four time ebbers said adding conversation finance rarely one one usually discussed group people instead ebbers relationship sullivan key case surrounding financial corruption led collapse firm following discovery accounting fraud prosecution star witness sullivan one six worldcom executive indicted case pleaded guilty fraud appeared prosecution witness part agreement prosecutor time witness stand sullivan repeatedly told juror met frequently ebbers told change made worldcom account hide cost warned practises improper however case tuesday ebbers denied allegation advised scott sullivan anything ever wrong told court never told made entry right today ebbers could face jail sentence year convicted charge facing shareholder lost worldcom collapse worker lost job company went bankrupt company emerged bankruptcy last year known mci
100,business," Australia is raising its benchmark interest rate to its highest level in four years despite signs of a slowdown in the country's economy.  The Reserve Bank of Australia lifted interest rates 0.25% to 5.5%, their first upwards move in more than a year. However, shortly after the Bank made its decision, new figures showed a fall in economic growth in the last quarter. The Bank said it had acted to curb inflation but the move was criticised by some analysts.  The rate hike was the first since December 2003 and had been well-flagged in advance. However, opposition parties and some analysts said the move was ill-timed given data showing the Australian economy grew just 0.1% between October and December and 1.5% on an annual basis.  The figures, representing a decline from the 0.2% growth in GDP seen between July and September, were below market expectations. Consumer spending remains strong, however, and the Bank is concerned about growing inflationary pressures. ""Over recent months it has become increasingly clear that remaining spare capacity in the labour and goods markets is becoming rather limited,"" said Ian Macfarlane, Governor of the Reserve Bank.  At 2.6%, inflation remains within the Bank's 2-3% target range. However, exports declined in the second half of 2004, fuelling a rise in the country's current account deficit - the difference in the value of imports compared to exports - to a record Australian dollar 29.4bn. The Australian government said the economy remained strong with unemployment at a near 30 year low. ""The economy has been strong and it is properly moderating but it doesn't look to me like it's slowing in any unreasonable way,"" said Treasurer Peter Costello. Stock markets had factored in the likelihood of a rate rise but analysts still expressed concern about the strength of the economy. ""That 1.5% annual growth rate is the lowest we have seen since the post-election slump we saw back in 2000-1,"" said Michael Blythe, chief economist at the Commonwealth Bank of Australia. ""This suggests the economy really did slow very sharply in the second half of 2004."" ",australia raising benchmark interest rate highest level four year despite sign slowdown country economy reserve bank australia lifted interest rate first upwards move year however shortly bank made decision new figure showed fall economic growth last quarter bank said acted curb inflation move criticised analyst rate hike first since december well flagged advance however opposition party analyst said move ill timed given data showing australian economy grew october december annual basis figure representing decline growth gdp seen july september market expectation consumer spending remains strong however bank concerned growing inflationary pressure recent month become increasingly clear remaining spare capacity labour good market becoming rather limited said ian macfarlane governor reserve bank inflation remains within bank target range however export declined second half fuelling rise country current account deficit difference value import compared export record australian dollar australian government said economy remained strong unemployment near year low economy strong properly moderating look like slowing unreasonable way said treasurer peter costello stock market factored likelihood rate rise analyst still expressed concern strength economy annual growth rate lowest seen since post election slump saw back said michael blythe chief economist commonwealth bank australia suggests economy really slow sharply second half
101,business," A US defence and telecommunications company has agreed to pay $28.5m after admitting bribery in the West African state of Benin.  The Titan corporation was accused of funnelling more than $2m into the 2001 re-election campaign of President Mathieu Kerekou. At the time, Titan was trying to get a higher price for a telecommunications project in Benin. There is no suggestion that Mr Kerekou was himself aware of any wrongdoing. Titan, a California-based company, pleaded guilty to falsifying its accounts and violating US anti-bribery laws. It agreed to pay $13m in criminal penalties, as well as $15.5m to settle a civil lawsuit brought by the US financial watchdog, the Securities and Exchange Commission (SEC).  The SEC had accused Titan of illegally paying $2.1m to an unnamed agent in Benin claiming ties with President Kerekou. Some of the money was used to pay for T-shirts with campaign slogans on them ahead of the 2001 election. Shortly after the poll, which Mr Kerekou won, Benin officials agreed to quadruple Titan's management fee. Prosecuting attorney Carol Lam said: ""All US companies should take note that attempting to bribe foreign officials is criminal conduct and will be appropriately prosecuted."" The company says it no longer tolerates such practices. Under the US Foreign Corrupt Practices Act, it is a crime for American firms to bribe foreign officials. ",defence telecommunication company agreed pay admitting bribery west african state benin titan corporation accused funnelling election campaign president mathieu kerekou time titan trying get higher price telecommunication project benin suggestion kerekou aware wrongdoing titan california based company pleaded guilty falsifying account violating anti bribery law agreed pay criminal penalty well settle civil lawsuit brought financial watchdog security exchange commission sec sec accused titan illegally paying unnamed agent benin claiming tie president kerekou money used pay shirt campaign slogan ahead election shortly poll kerekou benin official agreed quadruple titan management fee prosecuting attorney carol lam said company take note attempting bribe foreign official criminal conduct appropriately prosecuted company say longer tolerates practice foreign corrupt practice act crime american firm bribe foreign official
102,business," Up to 2,500 jobs are to go at US insurance broker Marsh & McLennan in a shake up following bigger-than-expected losses.  The insurer said the cuts were part of a cost-cutting drive, aimed at saving millions of dollars. Marsh posted a $676m (£352m) loss for the last three months of 2004, against a $375m (£195.3m) profit a year before. It blamed an $850m payout to settle a price-rigging lawsuit, brought by New York attorney general Elliot Spitzer. Under the settlement announced in January, Marsh took a pre-tax charge of $618m in the October-to-December quarter, on top of the $232m charge from the previous quarter. ""Clearly 2004 was the most difficult year in MMC's financial history,"" Marsh chief executive Michael Cherkasky said.  An ongoing restructuring drive at the group also led to a $337m hit in the fourth quarter, the world's biggest insurer said.  Analysts expect its latest round of cuts to focus on its brokerage unit, which employs 40,000 staff. The latest layoffs will take the total number of jobs to go at the firm to 5,500 and are expected to lead to annual savings of more than $375m. As part of its efforts to cut costs, the company said it was halving its dividend payment to 17 cents a shares from 34 cents, a move which should enable it to save $360m. Looking ahead, Mr Cherkasky forecast profitable growth for the year ahead ""with an operating margin in the upper-teens, and with the opportunity for further margin expansion"". Meanwhile, the company also announced it would spin-off its MMC Capital private equity unit, which manages the $3bn Trident Funds operation, to a group of employees. Marsh did not say when the move would take place, but said it had signed a letter of intent.  The insurer hit the headlines in October last year when it faced accusations of price rigging. New York Attorney General Elliot Spitzer sued the company, accusing it of receiving illegal payments to steer clients to selected firms as well as rigging bids and fixing prices. In January, Marsh agreed to pay $850m to settle the suit - a figure in line with the placement fees it collected in 2003 - and agreed to change its business practices. In February, a former senior executive pleaded guilty to criminal charges in a wide-ranging probe of fraud and bid-rigging in the insurance industry. In January, a former senior vice president also pleaded guilty to criminal charges related to the investigation. In an effort to reform its business practises, Marsh said it has already introduced new leadership, new compliance procedures and new ways of dealing with customers. ""As a result, we are ready to put these matters behind us and move ahead in 2005 to restore the trust our clients have placed in us and to rebuild shareholder value,"" Mr Cherkasky said. ",job insurance broker marsh mclennan shake following bigger expected loss insurer said cut part cost cutting drive aimed saving million dollar marsh posted loss last three month profit year blamed payout settle price rigging lawsuit brought new york attorney general elliot spitzer settlement announced january marsh took pre tax charge october december quarter top charge previous quarter clearly difficult year mmc financial history marsh chief executive michael cherkasky said ongoing restructuring drive group also led hit fourth quarter world biggest insurer said analyst expect latest round cut focus brokerage unit employ staff latest layoff take total number job firm expected lead annual saving part effort cut cost company said halving dividend payment cent share cent move enable save looking ahead cherkasky forecast profitable growth year ahead operating margin upper teen opportunity margin expansion meanwhile company also announced would spin mmc capital private equity unit manages trident fund operation group employee marsh say move would take place said signed letter intent insurer hit headline october last year faced accusation price rigging new york attorney general elliot spitzer sued company accusing receiving illegal payment steer client selected firm well rigging bid fixing price january marsh agreed pay settle suit figure line placement fee collected agreed change business practice february former senior executive pleaded guilty criminal charge wide ranging probe fraud bid rigging insurance industry january former senior vice president also pleaded guilty criminal charge related investigation effort reform business practises marsh said already introduced new leadership new compliance procedure new way dealing customer result ready put matter behind move ahead restore trust client placed rebuild shareholder value cherkasky said
103,business," The US Justice Department is to try to overturn a court ruling that threw out its claim for $280bn (£149bn) in damages from tobacco firms.  Earlier this month, a three-judge appeal court panel rejected the claim - filed in 1999 by the administration of Bill Clinton - in a 2-1 decision. Government lawyers said they would ask the full US Court of Appeals for the District of Columbia to hear the case. The court room battle is seen as key in government attempts to fight smoking. ""It's pretty clear that they've suffered a severe setback,"" said Anthony Sebok, a professor at Brooklyn Law School, adding that the appeal was what the government ""would be expected to ask for"".  Prosecutors had argued that tobacco firms lied about the dangers of smoking, ignored research that highlighted problems, looked to increase addiction by manipulating nicotine levels and targeted the young with their adverts. Among the firms accused were Altria Group, RJ Reynolds Tobacco, Lorillard Tobacco, Liggett Group and Brown and Williamson. Prosecutors went after the companies using legislation put in place to fight organised crime, and accused the firms of conspiring and running ""Racketeer Influenced and Corrupt Organisations"". The tobacco companies denied the charges, saying that they never illegally conspired to promote smoking and fool the public. They also said that they have met many of the government's demands laid out in a landmark $206bn settlement hammered out in 1998 with 46 states. A three-judge panel agreed with the companies, finding that the case could not be brought under federal anti-racketeering laws.  Central to the government's case was a meeting in the Plaza Hotel, New York, on 15 December, 1953. Prosecutors contend that executives from the major tobacco firms met and agreed to present a unified strategy denying the harmful effects of smoking. Despite denying for decades that smoking could be linked to illness, the companies have modified their stances in recent years. Altria's Philip Morris now accepts that nicotine is harmful, and the company's main lawyer William Ohlemeyer told the BBC last year that earlier statements may have been wrong but they were not dishonest. Government lawyers have until 21 March to file their appeal. ",justice department try overturn court ruling threw claim damage tobacco firm earlier month three judge appeal court panel rejected claim filed administration bill clinton decision government lawyer said would ask full court appeal district columbia hear case court room battle seen key government attempt fight smoking pretty clear suffered severe setback said anthony sebok professor brooklyn law school adding appeal government would expected ask prosecutor argued tobacco firm lied danger smoking ignored research highlighted problem looked increase addiction manipulating nicotine level targeted young advert among firm accused altria group reynolds tobacco lorillard tobacco liggett group brown williamson prosecutor went company using legislation put place fight organised crime accused firm conspiring running racketeer influenced corrupt organisation tobacco company denied charge saying never illegally conspired promote smoking fool public also said met many government demand laid landmark settlement hammered state three judge panel agreed company finding case could brought federal anti racketeering law central government case meeting plaza hotel new york december prosecutor contend executive major tobacco firm met agreed present unified strategy denying harmful effect smoking despite denying decade smoking could linked illness company modified stance recent year altria philip morris accepts nicotine harmful company main lawyer william ohlemeyer told bbc last year earlier statement may wrong dishonest government lawyer march file appeal
104,business," British car maker Aston Martin has gone head-to-head with Porsche's 911 sports cars with the launch of its cheapest model yet.  With a price tag under £80,000, the V8 Vantage is tens of thousands of pounds cheaper than existing Aston models. The Vantage is ""the most important car in the history of our company"", said Aston's chief executive Ulrich Bez. Aston - whose cars were famously used by James Bond - will unveil the Vantage at the Geneva Motor Show on Thursday. Mr Bez - himself a former executive at rival Porsche - said the new car was the company's ""most affordable car ever and makes the brand accessible"". This in turn would make Aston Martin ""globally visible, but still very, very exclusive"", he added.  First shown as a concept car at the 2003 North American International Auto Show in Detroit, the V8 Vantage will be available in the UK in late summer. Development costs for the Vantage have been kept low by sharing a platform with Aston's DB9, which Mr Bez described as ""the previous most important car for our company"". There is currently an 18 months waiting list for the DB9, Mr Bez said. The Vantage will be built at the new Aston factory in Gaydon, near Warwick, and should more than double Aston's total output from about 2,000 presently. ",british car maker aston martin gone head head porsche sport car launch cheapest model yet price tag vantage ten thousand pound cheaper existing aston model vantage important car history company said aston chief executive ulrich bez aston whose car famously used james bond unveil vantage geneva motor show thursday bez former executive rival porsche said new car company affordable car ever make brand accessible turn would make aston martin globally visible still exclusive added first shown concept car north american international auto show detroit vantage available late summer development cost vantage kept low sharing platform aston bez described previous important car company currently month waiting list bez said vantage built new aston factory gaydon near warwick double aston total output presently
