,docs,target,docs_clean,target_name,projected_topic
558,"There has been something bothering me while watching
NASA Select for a while.  Well, I should'nt say
bothering, maybe wondering would be better.  When
they are going to launch they say (sorry but I forget
exactly who is saying what, OTC to PLT I think)
""Clear caution & warning memory.  Verify no unexpected
errors. ..."".  I am wondering what an ""expected error"" might
be.  Sorry if this is a really dumb question, but
inquiring minds just gotta know............",14,something bothering watching nasa select well say bothering maybe wondering would better going launch say sorry forget exactly saying otc plt think clear caution warning memory verify unexpected error wondering expected error might sorry really dumb question inquiring mind got know,sci.space,politics
559,">them. (By the way, I do not applaud the killing of _any_ human being,
>including prisoners sentenced to death by our illustrious justice department)
>
>Peace.
>-marc
>",17,way applaud killing human including prisoner sentenced death illustrious justice department peace marc,talk.politics.mideast,classifieds
560,"In article <1993Apr2.045903.6066@spectrum.xerox.com> cooley@xerox.com writes:
>Yo, ASSHOLES.  I hope you are all just kidding
>because it's exactly that kind of attidue that gets
>many a MOTORcyclist killed:  ""Look at the leather
>clad poseurs!  Watch how they swirve and
>swear as I pretend that they don't exist while
>I change lanes.""
>
>If you really find it necesary to wreck others
>enjoyment of the road to boost your ego, then
>it is truely you who are the poseur.
>
>--aaron

Disgruntled Volvo drivers. What are they rebelling against?",8,article apr spectrum xerox com cooley xerox com writes asshole hope kidding exactly kind attidue get many motorcyclist killed look leather clad poseur watch swirve swear pretend exist change lane really find necesary wreck others enjoyment road boost ego truely poseur aaron disgruntled volvo driver rebelling,rec.motorcycles,classifieds
561,"Usually when I start up an application, I first get the window outline
on my display. I then have to click on the mouse button to actually
place the window on the screen. Yet when I specify the -geometry 
option the window appears right away, the properties specified by
the -geometry argument. The question now is:

How can I override the intermediary step of the user having to specify
window position with a mouseclick? I've tried explicitly setting window
size and position, but that did alter the normal program behaviour.

Thanks for any hints
---> Robert

PS: I'm working in plain X.

",5,usually start application first get window outline display click mouse button actually place window screen yet specify geometry option window appears right away property specified geometry argument question override intermediary step user specify window position mouseclick tried explicitly setting window size position alter normal program behaviour thanks hint robert working plain,comp.windows.x,computers
562,"Steven R Hoskins (18669@bach.udel.edu) wrote:
: Hi,

: I am new to this newsgroup, and also fairly new to christianity.
: ... I realize I am very ignorant about much of the Bible and
: quite possibly about what Christians should hold as true. This I am trying
: to rectify (by reading the Bible of course), but it would be helpful
: to also read a good interpretation/commentary on the Bible or other
: relevant aspects of the Christian faith. One of my questions I would
: like to ask is - Can anyone recommend a good reading list of theological
: works intended for a lay person?

I'd recommend McDowell's ""Evidence that Demands a Verdict"" books (3 I
think) and  Manfred Brauch's ""Hard Sayings of Paul"".  He also may have
done ""Hard Sayings of Jesus"".  My focus would be for a new Christian to
struggle with his faith and be encouraged by the historical evidence,
especially one who comes from a background which emphasizes knowable faith.",15,steven hoskins bach udel edu wrote new newsgroup also fairly new christianity realize ignorant much bible quite possibly christian hold true trying rectify reading bible course would helpful also read good interpretation commentary bible relevant aspect christian faith one question would like ask anyone recommend good reading list theological work intended lay person recommend mcdowell evidence demand verdict book think manfred brauch hard saying paul also may done hard saying jesus focus would new christian struggle faith encouraged historical evidence especially one come background emphasizes knowable faith,soc.religion.christian,religion
563,"I've seen several references to split- or separate-beam radars, which I
claimed didn't exist.  Gotta eat some crow here - I wasn't aware of them.
All I really knew was that it can be done with one beam.

I believe the rest of what I said is accurate, though.",12,seen several reference split separate beam radar claimed exist got eat crow aware really knew done one beam believe rest said accurate though,sci.electronics,vehicles
564,"James Hogan writes:

timmbake@mcl.ucsb.edu (Bake Timmons) writes:
>>Jim Hogan quips:

>>... (summary of Jim's stuff)

>>Jim, I'm afraid _you've_ missed the point.

>>>Thus, I think you'll have to admit that  atheists have a lot
>>more up their sleeve than you might have suspected.

>>Nah.  I will encourage people to learn about atheism to see how little atheists
>>have up their sleeves.  Whatever I might have suspected is actually quite
>>meager.  If you want I'll send them your address to learn less about your
>>faith.

>Faith?

Yeah, do you expect people to read the FAQ, etc. and actually accept hard
atheism?  No, you need a little leap of faith, Jimmy.  Your logic runs out
of steam!

>>>Fine, but why do these people shoot themselves in the foot and mock
>>>the idea of a God?  ....

>>>I hope you understand now.

>>Yes, Jim.  I do understand now.  Thank you for providing some healthy sarcasm
>>that would have dispelled any sympathies I would have had for your faith.

>Bake,

>Real glad you detected the sarcasm angle, but am really bummin' that
>I won't be getting any of your sympathy.  Still, if your inclined
>to have sympathy for somebody's *faith*, you might try one of the
>religion newsgroups.

>Just be careful over there, though. (make believe I'm
>whispering in your ear here)  They're all delusional!

Jim,

Sorry I can't pity you, Jim.  And I'm sorry that you have these feelings of
denial about the faith you need to get by.  Oh well, just pretend that it will
all end happily ever after anyway.  Maybe if you start a new newsgroup,
alt.atheist.hard, you won't be bummin' so much?

>Good job, Jim.
>.

>Bye, Bake.


>>[more slim-Jim (tm) deleted]

>Bye, Bake!
>Bye, Bye!

Bye-Bye, Big Jim.  Don't forget your Flintstone's Chewables!  :) 
--
Bake Timmons, III",0,james hogan writes timmbake mcl ucsb edu bake timmons writes jim hogan quip summary jim stuff jim afraid missed point thus think admit atheist lot sleeve might suspected nah encourage people learn atheism see little atheist sleeve whatever might suspected actually quite meager want send address learn le faith faith yeah expect people read faq etc actually accept hard atheism need little leap faith jimmy logic run steam fine people shoot foot mock idea god hope understand yes jim understand thank providing healthy sarcasm would dispelled sympathy would faith bake real glad detected sarcasm angle really bummin getting sympathy still inclined sympathy somebody faith might try one religion newsgroups careful though make believe whispering ear delusional jim sorry pity jim sorry feeling denial faith need get well pretend end happily ever anyway maybe start new newsgroup alt atheist hard bummin much good job jim bye bake slim jim deleted bye bake bye bye bye bye big jim forget flintstone chewables bake timmons iii,alt.atheism,religion
565,"In article <1993Apr12.130652.22090@sei.cmu.edu> wp@sei.cmu.edu (William Pollak) writes:
[Deletions]
>
>Spanky isn't very good defensively anymore, he's an offensive liability, and,
>judging from his outburst this winter after the Bucs failed to sign Drabek,
>he's a jerk with his head in the sand. Tommy Prince, on the other hand, can't
>hit. In the paper, Simmons was citing the case of Tom Pagnozzi, who never hit
>in the minors or majors, but suddenly somehow learned how. 

Geez, Dal must have slipped something into Ted's drink sometime.  Comparing
Prince to Pagnozzi offensively is laughable.  Prince has never hit well in
the minors and he's now 27 years old, I think.  Pagnozzi was not a bad hitter
in the minors.  (I'll bring in the numbers tomorrow assuming I don't have
another brain cramp and forget.)  He had a very good year at Louisville 
before coming up to the majors.  As I recall, the hype on Pagnozzi coming up
in the organization was good hit, decent fielding.  When he got to the 
majors and didn't hit as well as expected (not as much playing time?), he 
became Exhibit 312 in Nichols' Law of Catcher Defense and got the reputation 
as an outstanding defensive catcher.  It's not clear he ever learned to
hit.  His four years with more than 100 AB--

Born 31 July 1962
Year     AB      BA     SLG     OBA  
1988    195    .282    .320    .328
1990    220    .277    .373    .321
1991    459    .264    .351    .317
1992    485    .249    .359    .290 

No power, less-than-league-average walks, peak year when he turned 28, 
now declining.  If Ted is going to invoke Pagnozzi as a model for Prince,
given that Prince has underperformed Pagnozzi in the minors, it's not
a rosy picture.

BTW, I'm still unhappy with moving Zeile, who had the same reputation 
coming up in the Cardinal organization as Pagnozzi, except that he was
a much, much better hitter, to 3rd where he could be an average hitter
and a below average fielder instead of a well-above average hitter
as an average (or below average) fielding catcher.

Harold",9,article apr sei cmu edu sei cmu edu william pollak writes deletion spanky good defensively anymore offensive liability judging outburst winter bucs failed sign drabek jerk head sand tommy prince hand hit paper simmons citing case tom pagnozzi never hit minor major suddenly somehow learned geez dal must slipped something ted drink sometime comparing prince pagnozzi offensively laughable prince never hit well minor year old think pagnozzi bad hitter minor bring number tomorrow assuming another brain cramp forget good year louisville coming major recall hype pagnozzi coming organization good hit decent fielding got major hit well expected much playing time became exhibit nichols law catcher defense got reputation outstanding defensive catcher clear ever learned hit four year born july year slg oba power le league average walk peak year turned declining ted going invoke pagnozzi model prince given prince underperformed pagnozzi minor rosy picture btw still unhappy moving zeile reputation coming cardinal organization pagnozzi except much much better hitter could average hitter average fielder instead well average hitter average average fielding catcher harold,rec.sport.baseball,vehicles
566,"Greetings,


I am using an X server that provides 3 visuals:
PseudoColor 8 bit, Truecolor 24 bit and DirectColor 24 bit.

A problem occurs when I try to create a window with a visual that is different
from the visual of the parent (which uses the default visual which is TC24).

In the Xlib reference guide from 'O reilly one can read in the
section about XCteateWindow, something like:
""In the current implementation of X11: When using a visual other than the
parent's, be sure to create or find a suitable colourmap which is to be used 
in the window attributes when creating, or else a BadMatch occurs.""

This warning, strangely enough, is only mentioned in the newer editions
of the X11R5 guides.

However, even if I pass along a suitable colourmap, I still get a BadMatch
when I create a window with a non-default visual.
The code looks like this:

------------------ cut here and you'll destroy your CRT ----------------

Window create_8bit_window_on_truecolour_display(dpy,width,height)
Display *dpy;
int width, height;
{
  Window win;
  XVisualInfo vinfo;
  XSetWindowAttributes attr;

  fprintf(stderr,""Opening 8 bit window...\n"");
  if (!XMatchVisualInfo(dpy,DefaultScreen(dpy),8,PseudoColor,&vinfo)) {
    fprintf(stderr,""Your display can't handle 8 bit PseudoColor.\n"");
    exit(1);
  }
  fprintf(stderr,""Using visual: %x\n"",vinfo.visual->visualid);
  cmap = XCreateColormap(
           dpy,
           DefaultRootWindow(dpy),
           vinfo.visual,
           AllocNone
         );
  XSync(dpy,False);
  XInstallColormap(dpy,cmap);	/* ommision of this line gives same result */
  attr.colormap = cmap;
  win = XCreateWindow(
          dpy,
          DefaultRootWindow(dpy),
          10,10,
          width,height,
          CopyFromParent,       /* border width */
          8,                    /* depth */
          InputOutput,          /* class */
          vinfo.visual,         /* visual */
          CWColormap,
          &attr
        );
  return win;
}

--- cut here and you'll destroy your CRT -----

Executing this piece of code results in a BadMatch error.
Anybody who knows why?
If so, please drop me a line.



	Take care,
",5,greeting using server provides visuals pseudocolor bit truecolor bit directcolor bit problem occurs try create window visual different visual parent us default visual xlib reference guide reilly one read section xcteatewindow something like current implementation using visual parent sure create find suitable colourmap used window attribute creating else badmatch occurs warning strangely enough mentioned newer edition guide however even pas along suitable colourmap still get badmatch create window non default visual code look like cut destroy crt window create bit window truecolour display dpy width height display dpy int width height window win xvisualinfo vinfo xsetwindowattributes attr fprintf stderr opening bit window xmatchvisualinfo dpy defaultscreen dpy pseudocolor vinfo fprintf stderr display handle bit pseudocolor exit fprintf stderr using visual vinfo visual visualid cmap xcreatecolormap dpy defaultrootwindow dpy vinfo visual allocnone xsync dpy false xinstallcolormap dpy cmap ommision line give result attr colormap cmap win xcreatewindow dpy defaultrootwindow dpy width height copyfromparent border width depth inputoutput class vinfo visual visual cwcolormap attr return win cut destroy crt executing piece code result badmatch error anybody know please drop line take care,comp.windows.x,classifieds
567,"All of the arguments concerning the Sabbath ought to make the point
pretty clear - anyone outside of the Catholic or Orthodox orAnglican or
Monophysite churches ourght to worship on Saturday if they are really
sola scriptura.  Otherwise, they are following a law put into effect by
the Church, and only the above Chruches really recognize any power of
the Chruch to do so.

Andy Byler

[You will note that nothing in the FAQ said anything about the Church
establishing or changing a law.  The argument against the Sabbath is
that it is part of the ceremonial law, and like the rest of the
ceremonial law is not binding on Christians.  This argument is based
on Paul's letters, Acts, and in a more general sense, Jesus'
teachings.  Further, most people argue that Scripture shows worship
occuring on Sunday, and Paul endorsing it.  I understand that these
points are disputed, and do not want to go around the dispute one more
time.  The point I'm making here is not that these arguments are
right, but that the backing they claim is Scripture.

Accepting the principle of ""sola scriptura"" does not commit us to
obeying the entire Jewish Law.  Acts 15 and Paul's letters are quite
clear on that.  I think even the SDA's accept it.  The disagreement is
on where the Bible would have us place the line.

By the way, Protestants do give authority to the church, in matters
that are not dictated by God.  That's why churches are free to
determine their own liturgies, church polity, etc.  If you accept that
the Sabbath is not binding on Christians, then the day of worship
falls into the category of items on which individual Christians or
(since worship is by its nature a group activity) churches are free to
decide.",15,argument concerning sabbath ought make point pretty clear anyone outside catholic orthodox oranglican monophysite church ourght worship saturday really sola scriptura otherwise following law put effect church chruches really recognize power chruch andy byler note nothing faq said anything church establishing changing law argument sabbath part ceremonial law like rest ceremonial law binding christian argument based paul letter act general sense jesus teaching people argue scripture show worship occuring sunday paul endorsing understand point disputed want around dispute one time point making argument right backing claim scripture accepting principle sola scriptura commit obeying entire jewish law act paul letter quite clear think even sda accept disagreement bible would place line way protestant give authority church matter dictated god church free determine liturgy church polity etc accept sabbath binding christian day worship fall category item individual christian since worship nature group activity church free decide,soc.religion.christian,religion
568,"jorge@erex.East.Sun.COM (Jorge Lach - Sun BOS Hardware) writes:
> Is there any FTP site that carries WinBench results for different graphics
> cards? In Excel (XLS) format? What is the latest version of WinBench and
> how do they differ? Is the source available, and has anybody try to port it to
> X-Window, at least in a way that will make comparisons possible?
> 
On ftp.cica.indiana.edu in pub/pc/win3/misc/winadv.zip is a writeup by
Steve Gibson of InfoWorld with winbench 3.11 and a number of other 
benchmark results for nine isa and four VLB video cards.  This is a 
very current upload and is likely to have any card you're currently 
giving serious consideration.  Not in XLS format.  Latest version of
WinBench that I know of is ver 3.11.  I believe they try to maintain
the same rating scale between versions, and new versions are released
to defeat the lastest coding tricks put in by driver programmers to
beat the benchmarks.  Don't know on the last one.",2,jorge erex east sun com jorge lach sun bos hardware writes ftp site carry winbench result different graphic card excel xl format latest version winbench differ source available anybody try port window least way make comparison possible ftp cica indiana edu pub win misc winadv zip writeup steve gibson infoworld winbench number benchmark result nine isa four vlb video card current upload likely card currently giving serious consideration xl format latest version winbench know ver believe try maintain rating scale version new version released defeat lastest coding trick put driver programmer beat benchmark know last one,comp.os.ms-windows.misc,classifieds
569,"In article <philC5HsII.GFt@netcom.com> phil@netcom.com (Phil Ronzone) writes:

>In article <1993Apr13.121723.20568@sun0.urz.uni-heidelberg.de>
gsmith@lauren.iwr.uni-heidelberg.de (Gene W. Smith) writes:

>>When are Libertarians going to draw a clear line between
>>themselves and NAMBLA? By your own statements, you were once
>>a member of an organization which you *knew* supported
>>exactly what NAMBLA supports, namely abolishing the age of
>>consent. I've never supported any such organization. YOU
>>have.

>While both organizations may, on paper, support the abolition of the age
>of consent, there the resemblance stops.

>One supports the removal of a coercive law, the other a paper facade
>to ""legitimize"" sexual relations with children.

What's the difference, in practice?

It amounts to your saying, it's disgusting but should be legal,

***or***

someone else saying, let's allow the parties involved to decide what is
disgusting.

Or, if you're like me, you think that it ISN'T a coercive law, because
some children can't make informed consent.

Brian",18,article philc hsii gft netcom com phil netcom com phil ronzone writes article apr sun urz uni heidelberg gsmith lauren iwr uni heidelberg gene smith writes libertarian going draw clear line nambla statement member organization knew supported exactly nambla support namely abolishing age consent never supported organization organization may paper support abolition age consent resemblance stop one support removal coercive law paper facade legitimize sexual relation child difference practice amount saying disgusting legal someone else saying let allow party involved decide disgusting like think coercive law child make informed consent brian,talk.politics.misc,politics
570,"anello@adcs00.fnal.gov (Anthony Anello) writes:

A(>  Can anyone tell me if a bloodcount of 40 when diagnosed as hypoglycemic is
A(>  dangerous, i.e. indicates a possible pancreatic problem?  One Dr. says no, the
A(>  other (not his specialty) says the first is negligent and that another blood
A(>  test should be done.  Also, what is a good diet (what has worked) for a hypo-
A(>  glycemic?  TIA.
A(>  
A(>  
A(>  Anthony Anello
A(>  Fermilab
A(>  Batavia, Illinois

   Once you have your hypoglycemia CONFIRMED through the proper 
   channels, you might consider ther following:

   1) Chelated Manganese   25-50mg/day.
   2) Chelated Chromium    400-600mcg/day.
   3) Increase protein through foods or supplements.
   4) Avoid supplements/foods high in Potassium, Calcium, Zinc.
   5) Avoid Vit C supplements in excess of 100mg.
   6) Avoid honey and foods high in simple sugars.
   7) Enjoy breads, cereals, grains...

   Discuss the above with your health practitioner for compatibility
   with your body chemistry and safety.

   --Ron--",13,anello adcs fnal gov anthony anello writes anyone tell bloodcount diagnosed hypoglycemic dangerous indicates possible pancreatic problem one say specialty say first negligent another blood test done also good diet worked hypo glycemic tia anthony anello fermilab batavia illinois hypoglycemia confirmed proper channel might consider ther following chelated manganese day chelated chromium mcg day increase protein food supplement avoid supplement food high potassium calcium zinc avoid vit supplement excess avoid honey food high simple sugar enjoy bread cereal grain discus health practitioner compatibility body chemistry safety ron,sci.med,vehicles
571,"In article <1qk724INN474@hp-col.col.hp.com> cab@col.hp.com (Chris Best) writes:
>I'm no expert at UPS's, but you said something that made it sound like
>you didn't realize something.  On a typical UPS (well, on ours, anyway),
>there is NO switchover from AC to DC.  All the protected equipment is
>ALWAYS running from the batteries (via an inverter), with the usual 
>condition of also having them on charge.  If the power fails, big deal - 
>the computers never see it (until the batteries start to droop, but 
>there's something like 60 car-sized batteries in that cabinet, so it 
>takes a while).
>
>If you were gonna run the guts on straight DC instead of an inverter,
>why not do it all the time?  Then there'd be no switchover to screw
>things up, and no having to sense the failure fast.  Just keep the DC
>on charge when the power is on, and it'll be there in zero time when
>you ""need"" it.
>

Actually, it's a bit more complicated than that...I sounds to me,
your UPS takes in AC, rectifies it to DC to charge the batteries, and
then takes the battery DC and chops it to AC again, feeding your
equipment.  This approach is the easiest and cleanest way to
switchover from the mains to battery once your power kicks out since,
as you mentioned, nothing will know about what happened down the line.

Another way to do the UPS scheme is to use the mains until you
lose power, and then kick in the battery backup with it's inverter to
replace the lost power.  The problem here is the switchover time and
you've got to resync the AC in no time flat.

Unfortunately, most everything is built around the assumption that
AC is available, so the UPS guys have to provide and AC output to
be usable...ya sorta have to make it work with what there already.

Similar story with our telephone system.  It was first invented back
in the 1800's.  We're still using the same damn system (media) as they
did back then.  If I have a phone from back then, I can assure you
it'll work on today's phone system.  It costs too much to overhaul
everyone to a new system, so they make it work with what is out there.",12,article inn col col com cab col com chris best writes expert ups said something made sound like realize something typical ups well anyway switchover protected equipment always running battery via inverter usual condition also charge power fails big deal computer never see battery start droop something like car sized battery cabinet take gon run gut straight instead inverter time switchover screw thing sense failure fast keep charge power zero time need actually bit complicated sound ups take rectifies charge battery take battery chop feeding equipment approach easiest cleanest way switchover main battery power kick since mentioned nothing know happened line another way ups scheme use main lose power kick battery backup inverter replace lost power problem switchover time got resync time flat unfortunately everything built around assumption available ups guy provide output usable sorta make work already similar story telephone system first invented back still using damn system medium back phone back assure work today phone system cost much overhaul everyone new system make work,sci.electronics,computers
572,"Can anyone give me some information, please ...

I need (probably) to write one or more new Motif widgets on the HP-UX
platform. Do I need the Motif private header files and source,
or can I make do with the public headers that are provided?
""Motif"" includes Xt in this context.

One widget is a multi-column list (which lots of people have
already written, I am sure), and would therefore be probably be
a subclass of List rather than something simple like an Xt class.
Is this more difficult (in principle, not lines of code)?

Alternatively, if anyone has a multi-column list widget they
could sell me, this might save me from having to write one!
Does it by any chance exist in Motif 1.2 already (I do not
yet have the spec)?

Answers appreciated,

Nicholas.",5,anyone give information please need probably write one new motif widget platform need motif private header file source make public header provided motif includes context one widget multi column list lot people already written sure would therefore probably subclass list rather something simple like class difficult principle line code alternatively anyone multi column list widget could sell might save write one chance exist motif already yet spec answer appreciated nicholas,comp.windows.x,religion
573,"there you go the greeks have been trying for over a year, even though
mr. mitsotakis was threatening the EC that if Macedonia was recognized
that the honourable papandreou would be back...


well i guess the europeans pulled the plug eh ..? theis is just one
other example about the corruptness and the ""perversity"" of greek
foreign policy objectives...

pity to those who have to live under the greek flag with ""these""
political decision-makers...

MORE RECOGNITION FOR MACEDONIA.  Belgium, Germany, and Italy joined
Denmark on 15 April in recognizing the Republic of Macedonia, AFP
reports.  Each is an EC member state. Greece, which has blocked EC
recognition of Macedonia, noted that such recognition ""does not
facilitate"" negotiations between Athens and Skopje now underway in
New York.  Duncan Perry, RFE/RL, Inc.


the day will come when reuters will write ""despite lengthy negotiations
and numerous attempts to reunite the island THE TURKISH REPUBLIC
OF NORTHERN CYPRUS "" was recognized by...
",17,greek trying year even though mitsotakis threatening macedonia recognized honourable papandreou would back well guess european pulled plug theis one example corruptness perversity greek foreign policy objective pity live greek flag political decision maker recognition macedonia belgium germany italy joined denmark april recognizing republic macedonia afp report member state greece blocked recognition macedonia noted recognition facilitate negotiation athens skopje underway new york duncan perry rfe inc day come reuters write despite lengthy negotiation numerous attempt reunite island turkish republic northern cyprus recognized,talk.politics.mideast,politics
574,"AllMichael CovingtonTelephone on hook/off hok

MC>From: mcovingt@aisun3.ai.uga.edu (Michael Covington)
MC>Organization: AI Programs, University of Georgia, Athens
MC>Aye, there's the rub -- if you draw enough current to light an LED, th
MC>equipment at the phone company will think you've gone off hook.
MC>In the on-hook state you're not supposed to draw current.  

Ok lets have some calculation here: Going by Australian standards, which I 
presume might be similar to other countries ( If not, lets have some 
input) a phone uses 600ohm to loop a 48V line = 80mA. A standard LED 
drains 20mA. So what is the actual loop current required for an ""off hook"" 
indication, do you know?",12,allmichael covingtontelephone hook hok mcovingt aisun uga edu michael covington organization program university georgia athens aye rub draw enough current light led equipment phone company think gone hook hook state supposed draw current let calculation going australian standard presume might similar country let input phone us ohm loop line standard led drain actual loop current required hook indication know,sci.electronics,computers
575,"VESA local bus motherboard,
4MB RAM,
64K cache,
1.2 & 1.44 Floppy,
130 MB Hard Drive,
IDE controller (2HD&2FD)
2S/1P/1G
Local Bus 1MB SVGA Video Card,
14"" SVGA Monitor (.28dpi)
Mini Tower, 101-key Keyboard",6,vesa local bus motherboard ram cache floppy hard drive ide controller local bus svga video card svga monitor dpi mini tower key keyboard,misc.forsale,vehicles
576,"> This does not make sence...why would the 4FG work but the 3FGx not
> work...it is the
> same monitor without accucolor and digital controls...works fine at
> 1024x768 with
> SVGA...what's the deal....anyway you can get a SVGA 14"" with .28mm and
> 1024x7 68
> for $279 at Damark...are you saing that it probably would work while a
> $600 NEC won't?
The 3FGx has a maximum horizontal scan rate of 49KHz, so driving it
at 60.24KHz to get 1024 x 768 on the Mac is WAY BEYOND the tolerance            The 4FG is spec'ed at 57KHz, so going 60.24KHz is only 5-6% above
the minimally guaranteed figure.

I too doubt if the Damark monitor would sync to a Mac at 1024 x 768.            Like most things, you get what you pay.  That's the deal.

-John Rutirasiri.",4,make sence would work fgx work monitor without accucolor digital control work fine svga deal anyway get svga damark saing probably would work nec fgx maximum horizontal scan rate khz driving khz get mac way beyond tolerance spec khz going khz minimally guaranteed figure doubt damark monitor would sync mac like thing get pay deal john rutirasiri,comp.sys.mac.hardware,classifieds
577,"(stuff deleted)
>
>Be that what it may, I would really suggest to everyone to take the
>opportunity to go to these Technical Workshops.  They aren't actually
>incredibly in-depth, but you do get a lot of material about bugs and
>optimization straight from those in the know.  Besides that they offer
>you HUGE discounts on software.  If I remember correctly, you could pick
>up Word 2.0, Excel 4.0, or whatever their presentation program is for $130.
>That is the full blown version, not an upgrade or educational version. You
>could also pick up Microsoft Office for $500 or something like that.  Myself
>I sprang for Word.

The value of these workshops aside, you ought to be able to buy full copies
of all this software through your campus bookstore or software distributor
at these rates.  I'm not aware that the educational version of Word or Excel
is doped down in any way.

>
>Well, hope that was helpful to someone.  And besides that I hope someone
>will go to a workshop and save a little money.
>
>And if anyone at Microsoft is reading this -- I really love your products.
>I need a job once I graduate also, can we work something out?  ;-)
>
>Thanks,
>Brent Casavant
>bcasavan@mailhost.ecn.uoknor.edu
>

",2,stuff deleted may would really suggest everyone take opportunity technical workshop actually incredibly depth get lot material bug optimization straight know besides offer huge discount software remember correctly could pick word excel whatever presentation program full blown version upgrade educational version could also pick microsoft office something like sprang word value workshop aside ought able buy full copy software campus bookstore software distributor rate aware educational version word excel doped way well hope helpful someone besides hope someone workshop save little money anyone microsoft reading really love product need job graduate also work something thanks brent casavant bcasavan mailhost ecn uoknor edu,comp.os.ms-windows.misc,computers
578,"In article <pgf.735012282@srl03.cacs.usl.edu>, pgf@srl03.cacs.usl.edu (Phil G. Fraering) writes:
|> rls@uihepa.hep.uiuc.edu (Ray Swartz (Oh, that guy again)) writes:
|> 
|> >The gravity maneuvering that was used was to exploit 'fuzzy regions'.  These
|> >are described by the inventor as exploiting the second-order perturbations in a
|> >three body system.  The probe was launched into this region for the
|> >earth-moon-sun system, where the perturbations affected it in such a way as to
|> >allow it to go into lunar orbit without large expenditures of fuel to slow
|> >down. The idea is that 'natural objects sometimes get captured without
|> >expending fuel, we'll just find the trajectory that makes it possible"". The
|> >originator of the technique said that NASA wasn't interested, but that Japan
|> >was because their probe was small and couldn't hold a lot of fuel for
|> >deceleration.
|> 
|> 
|> I should probably re-post this with another title, so that
|> the guys on the other thread would see that this is a practical
|> use of ""temporary orbits...""
|> 
|> Another possible temporary orbit:
|> 
|> --
|> Phil Fraering         |""Seems like every day we find out all sorts of stuff.
|> pgf@srl02.cacs.usl.edu|Like how the ancient Mayans had televison."" Repo Man
|> 
|> 

If you are really interested in these orbits and how they are obtained
you should try and find the following paper:

     Hiroshi Yamakawa, Jun'ichiro Kawaguchi, Nobuaki Ishii, 
     and Hiroki Matsuo, ""A Numerical Study of Gravitational Capture
     Orbit in the Earth-Moon System,"" AAS-92-186, AAS/AIAA Spaceflight
     Mechanics Meeting, Colorado Springs, Colorado, 1992.

The references included in this paper are quite interesting also and 
include several that are specific to the HITEN mission itself. ",14,article pgf srl cacs usl edu pgf srl cacs usl edu phil fraering writes rls uihepa hep uiuc edu ray swartz guy writes gravity maneuvering used exploit fuzzy region described inventor exploiting second order perturbation three body system probe launched region earth moon sun system perturbation affected way allow lunar orbit without large expenditure fuel slow idea natural object sometimes get captured without expending fuel find trajectory make possible originator technique said nasa interested japan probe small hold lot fuel deceleration probably post another title guy thread would see practical use temporary orbit another possible temporary orbit phil fraering seems like every day find sort stuff pgf srl cacs usl edu like ancient mayan televison repo man really interested orbit obtained try find following paper hiroshi yamakawa jun ichiro kawaguchi nobuaki ishii hiroki matsuo numerical study gravitational capture orbit earth moon system aa aa aiaa spaceflight mechanic meeting colorado spring colorado reference included paper quite interesting also include several specific hiten mission,sci.space,computers
579,"In article <1993Mar26.005148.7899@aio.jsc.nasa.gov> stevel@aio.jsc.nasa.gov (Steve Lancaster) writes:

>3) Is there any way around the scheduled drug mess so that he can use
>just the substance that works and not one adulterated with Tylenol? 
>Can the MD perscribe a year long supply on one script? His doctor
>basically refused to prescribe it, saying ""His clinic does not prescribe
>controled substances. Its is 'company' rule.!""
>
Short of changes by the feds, there is no way.  Codeine alone is very
difficult to prescribe without a lot of hassles.  Tylenol #3 is the
best compromise.  That way he can get refills.  The amount of acetominophen
he is getting with his codeine won't hurt him any.

-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" ",13,article mar aio jsc nasa gov stevel aio jsc nasa gov steve lancaster writes way around scheduled drug mess use substance work one adulterated tylenol perscribe year long supply one script doctor basically refused prescribe saying clinic prescribe controled substance company rule short change fed way codeine alone difficult prescribe without lot hassle tylenol best compromise way get refill amount acetominophen getting codeine hurt gordon bank jxp skepticism chastity intellect geb cadre dsl pitt edu shameful surrender soon,sci.med,classifieds
580,"Hi, Anybody interested in buying my Labtec speaker?

	Labtec SS-200
	Amplified Stereo Speaker System
		- Built in amplifier
		- 6 volt input
		- works with/without batteries
		- individual volume controls
		- treble boost switch
	Great for medium quality PC's sound(adlib,soundblaster..)
		  walkman
		           

	for: $15 (included shipping...)

	E-mail me... 
",6,anybody interested buying labtec speaker labtec amplified stereo speaker system built amplifier volt input work without battery individual volume control treble boost switch great medium quality sound adlib soundblaster walkman included shipping mail,misc.forsale,vehicles
